Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Total
2007,Female,Mortality,Acute lymphoblastic leukaemia,2,2,1,4,2,2,0,2,2,3,4,1,2,4,1,4,2,6,0,44
2008,Female,Mortality,Acute lymphoblastic leukaemia,1,0,2,4,3,2,2,0,0,1,2,4,1,5,2,3,2,3,0,37
2009,Female,Mortality,Acute lymphoblastic leukaemia,0,2,1,2,3,1,1,0,3,2,3,0,4,2,4,1,1,1,0,31
2010,Female,Mortality,Acute lymphoblastic leukaemia,1,1,1,4,0,1,1,2,0,2,2,1,5,2,5,2,2,1,0,33
2011,Female,Mortality,Acute lymphoblastic leukaemia,1,1,0,0,3,1,0,1,2,1,1,2,7,4,4,2,3,4,0,37
1968,Persons,Mortality,Acute lymphoblastic leukaemia,14,20,9,10,4,2,2,2,1,0,2,3,4,2,3,2,5,1,0,86
1969,Persons,Mortality,Acute lymphoblastic leukaemia,27,28,17,7,4,6,1,2,1,1,2,5,5,3,7,3,7,2,0,128
1970,Persons,Mortality,Acute lymphoblastic leukaemia,29,32,8,12,7,1,2,2,1,2,2,7,5,4,5,4,3,1,0,127
1971,Persons,Mortality,Acute lymphoblastic leukaemia,37,46,22,7,6,2,1,0,4,1,1,7,8,1,6,2,2,2,0,155
1972,Persons,Mortality,Acute lymphoblastic leukaemia,34,37,12,9,3,6,4,2,2,1,3,9,3,6,3,3,2,3,0,142
1973,Persons,Mortality,Acute lymphoblastic leukaemia,22,25,16,11,5,3,0,1,1,1,2,5,2,4,5,4,6,3,0,116
1974,Persons,Mortality,Acute lymphoblastic leukaemia,23,30,16,13,7,3,2,0,1,0,2,2,4,3,3,10,1,1,0,121
1975,Persons,Mortality,Acute lymphoblastic leukaemia,24,25,11,18,3,2,2,1,2,0,2,1,3,1,4,5,3,1,0,108
1976,Persons,Mortality,Acute lymphoblastic leukaemia,16,29,14,11,7,5,1,1,1,3,5,2,2,5,2,4,3,2,0,113
1977,Persons,Mortality,Acute lymphoblastic leukaemia,21,28,15,11,2,8,2,2,4,4,0,1,2,9,4,3,2,2,0,120
1978,Persons,Mortality,Acute lymphoblastic leukaemia,12,26,14,14,2,2,1,3,1,2,0,0,2,1,2,3,1,0,0,86
1979,Persons,Mortality,Acute lymphoblastic leukaemia,11,25,9,10,15,3,3,1,2,2,1,5,3,1,3,2,3,1,0,100
1980,Persons,Mortality,Acute lymphoblastic leukaemia,18,31,14,17,8,3,2,0,2,2,3,2,3,6,4,5,3,4,0,127
1981,Persons,Mortality,Acute lymphoblastic leukaemia,13,18,17,14,3,7,5,5,1,1,2,6,3,8,7,5,2,3,0,120
1982,Persons,Mortality,Acute lymphoblastic leukaemia,17,24,12,11,15,7,6,7,2,1,5,3,5,8,2,1,7,4,0,137
1983,Persons,Mortality,Acute lymphoblastic leukaemia,10,18,15,13,8,2,9,3,3,3,4,4,2,9,9,1,11,4,0,128
1984,Persons,Mortality,Acute lymphoblastic leukaemia,13,14,16,12,15,5,5,7,4,2,4,4,8,5,9,7,5,4,0,139
1985,Persons,Mortality,Acute lymphoblastic leukaemia,13,19,15,16,11,3,5,4,1,6,2,7,6,8,8,14,4,3,0,145
1986,Persons,Mortality,Acute lymphoblastic leukaemia,10,12,10,11,7,7,3,1,3,0,4,10,7,4,4,7,4,5,0,109
1987,Persons,Mortality,Acute lymphoblastic leukaemia,10,11,13,18,6,9,6,4,3,3,1,2,7,7,7,5,4,7,0,123
1988,Persons,Mortality,Acute lymphoblastic leukaemia,6,8,7,18,9,6,5,7,6,3,3,6,10,6,9,4,5,4,0,122
1989,Persons,Mortality,Acute lymphoblastic leukaemia,3,19,17,17,10,7,4,4,2,7,5,7,6,7,4,5,6,4,0,134
1990,Persons,Mortality,Acute lymphoblastic leukaemia,9,14,7,16,7,7,5,6,5,2,1,7,3,3,10,6,11,2,0,121
1991,Persons,Mortality,Acute lymphoblastic leukaemia,5,14,11,12,8,3,9,3,4,0,8,4,6,10,6,9,4,3,0,119
1992,Persons,Mortality,Acute lymphoblastic leukaemia,15,11,13,16,11,4,7,4,6,6,3,6,7,7,12,6,4,8,0,146
1993,Persons,Mortality,Acute lymphoblastic leukaemia,14,10,8,12,10,7,5,6,9,4,4,5,5,8,10,9,14,7,0,147
1994,Persons,Mortality,Acute lymphoblastic leukaemia,8,15,16,11,10,11,6,4,2,5,6,6,11,9,8,8,8,5,0,149
1995,Persons,Mortality,Acute lymphoblastic leukaemia,10,18,7,12,8,4,9,6,5,5,9,4,4,6,5,13,3,9,0,137
1996,Persons,Mortality,Acute lymphoblastic leukaemia,8,18,10,11,9,6,7,2,10,5,6,2,4,8,12,6,9,7,0,140
1997,Persons,Mortality,Acute lymphoblastic leukaemia,6,12,9,10,10,8,3,8,4,5,6,2,8,4,9,2,4,6,0,116
1998,Persons,Mortality,Acute lymphoblastic leukaemia,12,13,19,18,4,5,10,8,2,6,11,10,6,3,11,5,5,9,0,157
1999,Persons,Mortality,Acute lymphoblastic leukaemia,4,14,8,17,9,11,3,7,4,5,5,6,11,6,9,6,7,4,0,136
2000,Persons,Mortality,Acute lymphoblastic leukaemia,4,7,7,12,8,6,1,2,6,10,6,8,13,12,8,12,7,6,0,135
2001,Persons,Mortality,Acute lymphoblastic leukaemia,6,14,4,4,9,7,11,5,7,2,1,7,8,6,7,5,8,3,0,114
2002,Persons,Mortality,Acute lymphoblastic leukaemia,2,7,10,12,6,3,10,3,6,6,8,7,4,7,6,14,7,8,0,126
2003,Persons,Mortality,Acute lymphoblastic leukaemia,3,8,5,3,10,5,8,7,7,8,8,7,6,12,12,7,10,10,0,136
2004,Persons,Mortality,Acute lymphoblastic leukaemia,6,9,4,4,3,5,1,3,5,4,8,4,3,13,6,12,4,9,0,103
2005,Persons,Mortality,Acute lymphoblastic leukaemia,5,5,8,10,4,4,7,4,4,4,9,9,4,6,10,5,6,8,0,112
2006,Persons,Mortality,Acute lymphoblastic leukaemia,2,5,6,6,5,6,6,2,3,6,4,6,5,10,4,6,5,2,0,89
2007,Persons,Mortality,Acute lymphoblastic leukaemia,3,3,3,12,9,2,3,3,3,3,5,6,5,6,4,6,6,10,0,92
2008,Persons,Mortality,Acute lymphoblastic leukaemia,3,2,5,7,9,4,4,4,4,3,5,9,3,8,6,9,7,5,0,97
2009,Persons,Mortality,Acute lymphoblastic leukaemia,1,3,2,10,5,2,2,2,5,3,5,1,11,3,6,7,3,2,0,73
2010,Persons,Mortality,Acute lymphoblastic leukaemia,2,7,1,10,5,5,3,3,2,4,6,7,6,5,10,7,9,4,0,96
2011,Persons,Mortality,Acute lymphoblastic leukaemia,2,4,2,7,6,2,1,3,3,3,2,2,17,11,13,7,7,5,0,97
1968,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1969,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1970,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1971,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1972,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1973,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1974,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1975,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1976,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1977,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1978,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1979,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1980,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1981,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1982,Male,Incidence,Acute myeloid leukaemia,9,3,3,3,9,3,8,8,4,10,10,13,25,24,25,26,15,11,0,209
1983,Male,Incidence,Acute myeloid leukaemia,5,4,6,10,4,6,5,9,4,10,14,25,25,42,39,19,13,4,1,245
1984,Male,Incidence,Acute myeloid leukaemia,2,4,6,7,11,6,4,14,5,11,15,18,29,37,27,24,19,14,0,253
1985,Male,Incidence,Acute myeloid leukaemia,2,4,10,6,3,8,8,2,7,8,10,16,29,30,37,30,11,11,0,232
1986,Male,Incidence,Acute myeloid leukaemia,6,3,5,2,7,5,8,8,7,9,18,24,29,38,46,23,21,7,0,266
1987,Male,Incidence,Acute myeloid leukaemia,7,1,4,3,5,10,9,3,16,11,16,17,31,27,43,29,20,10,0,262
1988,Male,Incidence,Acute myeloid leukaemia,13,1,5,5,2,6,10,6,10,13,17,26,28,45,39,32,22,14,0,294
1989,Male,Incidence,Acute myeloid leukaemia,11,4,1,5,5,7,9,8,11,10,16,11,29,38,44,46,32,13,0,300
1990,Male,Incidence,Acute myeloid leukaemia,6,6,6,5,4,4,13,14,11,12,11,27,29,49,27,55,17,7,0,303
1991,Male,Incidence,Acute myeloid leukaemia,10,6,2,9,8,11,7,7,10,14,20,13,34,35,36,35,42,16,0,315
1992,Male,Incidence,Acute myeloid leukaemia,10,7,3,7,4,4,13,6,9,13,13,24,34,51,51,53,23,16,0,341
1993,Male,Incidence,Acute myeloid leukaemia,5,5,5,3,8,6,12,6,7,10,17,24,35,47,44,48,26,16,0,324
1994,Male,Incidence,Acute myeloid leukaemia,10,5,4,9,7,12,8,5,13,17,17,22,47,38,50,33,34,24,0,355
1995,Male,Incidence,Acute myeloid leukaemia,8,6,1,8,6,9,13,12,11,18,16,18,24,37,62,42,28,16,0,335
1996,Male,Incidence,Acute myeloid leukaemia,6,2,1,3,9,9,15,14,13,15,21,17,35,45,47,52,31,18,0,353
1997,Male,Incidence,Acute myeloid leukaemia,7,8,3,8,9,9,7,10,7,15,22,27,34,37,69,42,40,18,0,372
1998,Male,Incidence,Acute myeloid leukaemia,5,7,3,4,7,9,13,8,13,12,31,21,24,51,54,60,26,30,0,378
1999,Male,Incidence,Acute myeloid leukaemia,7,3,2,8,4,9,6,19,11,16,25,30,34,51,67,65,39,24,0,420
2000,Male,Incidence,Acute myeloid leukaemia,6,5,8,6,8,11,9,17,10,20,27,34,35,58,60,63,43,35,0,455
2001,Male,Incidence,Acute myeloid leukaemia,10,1,7,4,6,11,11,14,12,16,23,35,45,45,78,76,49,20,0,463
2002,Male,Incidence,Acute myeloid leukaemia,15,4,6,7,5,11,15,12,14,15,29,30,39,60,72,62,46,28,0,470
2003,Male,Incidence,Acute myeloid leukaemia,12,4,7,3,8,10,14,7,14,21,29,40,47,39,69,69,45,40,0,478
2004,Male,Incidence,Acute myeloid leukaemia,8,4,5,10,6,3,16,8,14,20,22,33,29,48,38,76,49,37,0,426
2005,Male,Incidence,Acute myeloid leukaemia,10,1,5,8,11,8,12,15,12,22,24,35,57,52,67,70,45,33,0,487
2006,Male,Incidence,Acute myeloid leukaemia,10,2,4,8,12,7,12,12,8,19,20,26,45,50,57,73,57,37,0,459
2007,Male,Incidence,Acute myeloid leukaemia,8,4,2,11,7,9,13,21,15,23,25,35,56,59,59,59,62,41,0,509
2008,Male,Incidence,Acute myeloid leukaemia,10,0,7,12,6,14,10,16,19,25,28,23,44,49,57,59,53,51,0,483
2009,Male,Incidence,Acute myeloid leukaemia,7,2,4,6,13,9,11,19,19,27,25,39,45,57,65,67,67,47,0,529
2010,Male,Incidence,Acute myeloid leukaemia,15,3,6,8,8,10,8,9,13,24,16,39,51,55,62,50,52,48,0,477
2011,Male,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1968,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1969,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1970,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1971,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1972,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1973,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1974,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1975,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1976,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1977,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1978,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1979,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1980,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1981,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1982,Female,Incidence,Acute myeloid leukaemia,4,5,3,3,4,9,9,6,4,9,8,8,13,21,32,24,19,13,0,194
1983,Female,Incidence,Acute myeloid leukaemia,3,5,5,3,5,6,6,6,6,8,12,18,22,32,22,24,19,11,0,213
1984,Female,Incidence,Acute myeloid leukaemia,6,1,5,11,5,4,6,11,8,6,11,18,16,15,29,20,17,11,1,201
1985,Female,Incidence,Acute myeloid leukaemia,7,1,2,7,3,10,5,10,10,11,13,17,25,24,23,23,21,15,0,227
1986,Female,Incidence,Acute myeloid leukaemia,4,3,2,2,5,9,10,5,8,9,7,20,13,24,31,31,19,16,2,220
1987,Female,Incidence,Acute myeloid leukaemia,3,4,4,8,3,6,10,12,11,7,9,15,14,19,27,28,19,18,0,217
1988,Female,Incidence,Acute myeloid leukaemia,10,2,6,4,3,2,7,7,9,12,9,16,21,32,28,33,11,17,0,229
1989,Female,Incidence,Acute myeloid leukaemia,7,5,4,7,7,11,12,10,11,9,9,12,23,19,21,31,18,20,0,236
1990,Female,Incidence,Acute myeloid leukaemia,5,6,9,8,8,7,11,12,8,9,10,18,17,31,26,27,22,24,0,258
1991,Female,Incidence,Acute myeloid leukaemia,8,3,4,5,7,8,9,12,4,10,11,12,16,35,24,19,28,17,0,232
1992,Female,Incidence,Acute myeloid leukaemia,5,3,2,2,5,9,7,10,16,15,13,13,14,33,29,35,28,25,0,264
1993,Female,Incidence,Acute myeloid leukaemia,4,2,2,6,6,4,7,9,14,11,20,18,17,25,34,37,21,27,0,264
1994,Female,Incidence,Acute myeloid leukaemia,5,4,3,7,6,6,5,7,6,17,18,13,32,23,25,32,42,34,0,285
1995,Female,Incidence,Acute myeloid leukaemia,5,2,3,6,7,8,8,7,12,16,11,23,24,26,40,40,27,31,0,296
1996,Female,Incidence,Acute myeloid leukaemia,5,5,5,6,8,7,13,9,20,7,16,10,21,29,35,41,40,30,0,307
1997,Female,Incidence,Acute myeloid leukaemia,7,5,2,9,16,12,4,13,16,9,18,14,24,34,38,31,33,28,0,313
1998,Female,Incidence,Acute myeloid leukaemia,9,3,6,3,5,10,12,16,12,13,27,19,14,25,35,42,38,22,0,311
1999,Female,Incidence,Acute myeloid leukaemia,8,1,4,5,5,10,12,11,16,13,23,21,18,44,41,54,35,43,0,364
2000,Female,Incidence,Acute myeloid leukaemia,3,2,3,8,4,12,10,11,18,15,22,21,25,25,38,43,43,31,0,334
2001,Female,Incidence,Acute myeloid leukaemia,10,4,9,5,13,16,8,18,12,17,27,31,17,27,34,43,27,43,0,361
2002,Female,Incidence,Acute myeloid leukaemia,6,6,4,7,5,7,12,11,17,12,14,23,29,28,43,49,43,31,0,347
2003,Female,Incidence,Acute myeloid leukaemia,5,6,7,8,9,4,12,16,22,22,25,28,29,27,39,43,37,30,0,369
2004,Female,Incidence,Acute myeloid leukaemia,5,6,3,7,10,1,10,15,11,20,19,26,26,33,45,53,47,35,0,372
2005,Female,Incidence,Acute myeloid leukaemia,11,2,8,7,2,5,10,14,19,19,23,30,35,29,36,40,45,40,0,375
2006,Female,Incidence,Acute myeloid leukaemia,9,4,4,8,9,7,12,9,7,20,26,30,27,28,37,49,52,32,0,370
2007,Female,Incidence,Acute myeloid leukaemia,5,4,3,5,5,9,10,10,18,27,22,15,33,27,26,32,57,44,0,352
2008,Female,Incidence,Acute myeloid leukaemia,7,5,10,4,7,6,4,14,17,28,22,26,26,38,47,38,52,45,0,396
2009,Female,Incidence,Acute myeloid leukaemia,10,2,5,8,10,12,10,18,13,15,25,34,27,41,31,30,54,43,0,388
2010,Female,Incidence,Acute myeloid leukaemia,10,3,4,8,8,7,8,13,22,16,16,38,36,30,42,40,51,47,0,399
2011,Female,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1968,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1969,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1970,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1971,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1972,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1973,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1974,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1975,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1976,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1977,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1978,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1979,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1980,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1981,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1982,Persons,Incidence,Acute myeloid leukaemia,13,8,6,6,13,12,17,14,8,19,18,21,38,45,57,50,34,24,0,403
1983,Persons,Incidence,Acute myeloid leukaemia,8,9,11,13,9,12,11,15,10,18,26,43,47,74,61,43,32,15,1,458
1984,Persons,Incidence,Acute myeloid leukaemia,8,5,11,18,16,10,10,25,13,17,26,36,45,52,56,44,36,25,1,454
1985,Persons,Incidence,Acute myeloid leukaemia,9,5,12,13,6,18,13,12,17,19,23,33,54,54,60,53,32,26,0,459
1986,Persons,Incidence,Acute myeloid leukaemia,10,6,7,4,12,14,18,13,15,18,25,44,42,62,77,54,40,23,2,486
1987,Persons,Incidence,Acute myeloid leukaemia,10,5,8,11,8,16,19,15,27,18,25,32,45,46,70,57,39,28,0,479
1988,Persons,Incidence,Acute myeloid leukaemia,23,3,11,9,5,8,17,13,19,25,26,42,49,77,67,65,33,31,0,523
1989,Persons,Incidence,Acute myeloid leukaemia,18,9,5,12,12,18,21,18,22,19,25,23,52,57,65,77,50,33,0,536
1990,Persons,Incidence,Acute myeloid leukaemia,11,12,15,13,12,11,24,26,19,21,21,45,46,80,53,82,39,31,0,561
1991,Persons,Incidence,Acute myeloid leukaemia,18,9,6,14,15,19,16,19,14,24,31,25,50,70,60,54,70,33,0,547
1992,Persons,Incidence,Acute myeloid leukaemia,15,10,5,9,9,13,20,16,25,28,26,37,48,84,80,88,51,41,0,605
1993,Persons,Incidence,Acute myeloid leukaemia,9,7,7,9,14,10,19,15,21,21,37,42,52,72,78,85,47,43,0,588
1994,Persons,Incidence,Acute myeloid leukaemia,15,9,7,16,13,18,13,12,19,34,35,35,79,61,75,65,76,58,0,640
1995,Persons,Incidence,Acute myeloid leukaemia,13,8,4,14,13,17,21,19,23,34,27,41,48,63,102,82,55,47,0,631
1996,Persons,Incidence,Acute myeloid leukaemia,11,7,6,9,17,16,28,23,33,22,37,27,56,74,82,93,71,48,0,660
1997,Persons,Incidence,Acute myeloid leukaemia,14,13,5,17,25,21,11,23,23,24,40,41,58,71,107,73,73,46,0,685
1998,Persons,Incidence,Acute myeloid leukaemia,14,10,9,7,12,19,25,24,25,25,58,40,38,76,89,102,64,52,0,689
1999,Persons,Incidence,Acute myeloid leukaemia,15,4,6,13,9,19,18,30,27,29,48,51,52,95,108,119,74,67,0,784
2000,Persons,Incidence,Acute myeloid leukaemia,9,7,11,14,12,23,19,28,28,35,49,55,60,83,98,106,86,66,0,789
2001,Persons,Incidence,Acute myeloid leukaemia,20,5,16,9,19,27,19,32,24,33,50,66,62,72,112,119,76,63,0,824
2002,Persons,Incidence,Acute myeloid leukaemia,21,10,10,14,10,18,27,23,31,27,43,53,68,88,115,111,89,59,0,817
2003,Persons,Incidence,Acute myeloid leukaemia,17,10,14,11,17,14,26,23,36,43,54,68,76,66,108,112,82,70,0,847
2004,Persons,Incidence,Acute myeloid leukaemia,13,10,8,17,16,4,26,23,25,40,41,59,55,81,83,129,96,72,0,798
2005,Persons,Incidence,Acute myeloid leukaemia,21,3,13,15,13,13,22,29,31,41,47,65,92,81,103,110,90,73,0,862
2006,Persons,Incidence,Acute myeloid leukaemia,19,6,8,16,21,14,24,21,15,39,46,56,72,78,94,122,109,69,0,829
2007,Persons,Incidence,Acute myeloid leukaemia,13,8,5,16,12,18,23,31,33,50,47,50,89,86,85,91,119,85,0,861
2008,Persons,Incidence,Acute myeloid leukaemia,17,5,17,16,13,20,14,30,36,53,50,49,70,87,104,97,105,96,0,879
2009,Persons,Incidence,Acute myeloid leukaemia,17,4,9,14,23,21,21,37,32,42,50,73,72,98,96,97,121,89,0,916
2010,Persons,Incidence,Acute myeloid leukaemia,25,6,9,16,16,17,16,22,35,40,31,77,87,85,104,91,103,95,0,875
2011,Persons,Incidence,Acute myeloid leukaemia,,,,,,,,,,,,,,,,,,,,0
1968,Male,Mortality,Acute myeloid leukaemia,2,2,8,5,7,6,4,5,4,8,8,13,11,24,18,9,8,1,0,143
1969,Male,Mortality,Acute myeloid leukaemia,5,4,1,3,3,5,2,3,10,12,13,13,18,17,11,12,2,0,0,134
1970,Male,Mortality,Acute myeloid leukaemia,3,3,3,5,5,7,2,8,3,6,7,9,11,16,15,19,6,1,0,129
1971,Male,Mortality,Acute myeloid leukaemia,8,6,4,3,8,7,6,5,5,11,6,12,24,22,19,8,11,9,0,174
1972,Male,Mortality,Acute myeloid leukaemia,3,3,4,3,5,4,5,8,7,6,16,15,19,20,16,11,6,0,0,151
1973,Male,Mortality,Acute myeloid leukaemia,4,6,4,6,8,8,6,11,8,9,18,20,16,22,25,12,9,7,0,199
1974,Male,Mortality,Acute myeloid leukaemia,3,3,2,7,9,6,8,4,6,12,10,18,18,21,19,13,11,3,0,173
1975,Male,Mortality,Acute myeloid leukaemia,2,2,5,6,3,5,4,3,7,7,16,14,17,23,18,8,12,9,0,161
1976,Male,Mortality,Acute myeloid leukaemia,2,2,4,8,6,7,5,3,5,5,7,21,19,23,23,28,8,6,0,182
1977,Male,Mortality,Acute myeloid leukaemia,5,4,5,4,3,6,8,3,3,12,18,21,16,17,20,17,13,7,0,182
1978,Male,Mortality,Acute myeloid leukaemia,4,3,5,4,6,6,6,2,5,7,14,18,22,34,31,26,13,6,0,212
1979,Male,Mortality,Acute myeloid leukaemia,5,2,4,2,7,4,6,8,8,9,8,14,24,23,24,18,9,5,0,180
1980,Male,Mortality,Acute myeloid leukaemia,3,0,4,10,4,3,6,5,8,8,11,13,22,29,21,20,15,9,0,191
1981,Male,Mortality,Acute myeloid leukaemia,10,1,5,8,4,5,5,10,7,6,13,18,21,28,22,14,12,10,0,199
1982,Male,Mortality,Acute myeloid leukaemia,4,3,3,10,7,5,4,4,10,7,9,14,19,22,23,29,14,11,0,198
1983,Male,Mortality,Acute myeloid leukaemia,6,2,3,6,5,6,4,7,3,6,12,12,21,32,31,16,13,4,0,189
1984,Male,Mortality,Acute myeloid leukaemia,3,2,2,6,10,7,4,11,5,4,17,16,25,28,30,26,18,12,0,226
1985,Male,Mortality,Acute myeloid leukaemia,0,2,6,2,1,5,4,7,5,13,9,18,30,28,32,29,15,13,0,219
1986,Male,Mortality,Acute myeloid leukaemia,1,2,4,5,9,5,4,10,7,10,10,14,25,41,39,21,19,9,0,235
1987,Male,Mortality,Acute myeloid leukaemia,4,1,5,3,4,3,5,6,7,8,11,16,30,26,34,31,19,11,0,224
1988,Male,Mortality,Acute myeloid leukaemia,3,2,2,2,3,6,3,2,7,10,10,13,24,27,32,40,21,15,0,222
1989,Male,Mortality,Acute myeloid leukaemia,7,0,2,2,3,6,3,8,11,9,11,12,29,32,49,46,31,9,0,270
1990,Male,Mortality,Acute myeloid leukaemia,5,0,0,2,1,2,11,6,11,8,13,15,28,33,34,40,21,18,0,248
1991,Male,Mortality,Acute myeloid leukaemia,2,5,1,5,5,5,8,9,6,10,15,14,26,40,37,51,32,13,0,284
1992,Male,Mortality,Acute myeloid leukaemia,4,2,1,3,5,5,5,4,3,10,14,21,32,49,49,38,29,16,0,290
1993,Male,Mortality,Acute myeloid leukaemia,5,1,2,2,3,7,13,6,8,9,19,13,22,49,47,52,35,20,0,313
1994,Male,Mortality,Acute myeloid leukaemia,1,4,3,3,2,4,5,5,6,7,11,16,34,37,50,43,35,24,0,290
1995,Male,Mortality,Acute myeloid leukaemia,7,1,0,7,5,4,9,7,7,9,17,21,30,35,58,51,37,27,0,332
1996,Male,Mortality,Acute myeloid leukaemia,2,1,2,4,3,5,9,5,11,10,13,22,19,37,57,48,36,18,0,302
1997,Male,Mortality,Acute myeloid leukaemia,7,1,1,0,5,3,7,6,7,8,11,17,25,26,62,48,40,19,0,293
1998,Male,Mortality,Acute myeloid leukaemia,4,4,3,3,5,4,7,7,7,5,18,18,30,40,55,66,33,29,0,338
1999,Male,Mortality,Acute myeloid leukaemia,0,2,1,4,4,2,5,7,3,11,20,19,29,35,47,76,40,29,0,334
2000,Male,Mortality,Acute myeloid leukaemia,2,2,2,2,4,3,4,9,6,9,10,23,28,57,64,63,41,26,0,355
2001,Male,Mortality,Acute myeloid leukaemia,3,2,1,2,1,4,1,2,6,8,17,26,28,41,65,68,58,29,0,362
2002,Male,Mortality,Acute myeloid leukaemia,4,0,3,2,3,5,6,7,9,10,17,21,38,49,70,64,46,37,0,391
2003,Male,Mortality,Acute myeloid leukaemia,3,2,3,1,4,3,7,3,6,8,17,14,37,37,70,81,41,30,0,367
2004,Male,Mortality,Acute myeloid leukaemia,4,2,0,2,2,5,5,5,11,3,17,18,39,40,63,76,63,43,0,398
2005,Male,Mortality,Acute myeloid leukaemia,0,3,1,1,5,1,6,4,6,8,8,25,31,40,60,85,50,34,0,368
2006,Male,Mortality,Acute myeloid leukaemia,2,0,1,4,1,1,7,6,5,6,13,22,41,48,70,72,62,39,0,400
2007,Male,Mortality,Acute myeloid leukaemia,1,0,1,5,3,4,4,3,6,10,16,23,54,58,61,77,78,39,0,443
2008,Male,Mortality,Acute myeloid leukaemia,2,2,0,3,2,4,1,11,9,7,8,20,42,49,66,75,75,57,0,433
2009,Male,Mortality,Acute myeloid leukaemia,1,1,1,1,2,2,2,7,8,13,13,23,33,67,69,97,73,66,0,479
2010,Male,Mortality,Acute myeloid leukaemia,3,0,2,3,3,2,2,4,6,12,17,27,34,71,75,74,69,50,0,454
2011,Male,Mortality,Acute myeloid leukaemia,1,0,1,1,2,10,4,1,5,10,13,22,38,54,69,82,79,67,0,459
